a	(-AH0_)
rahming	(R-AA1_)(M-IH0_NG)
rahn	(R-AE1_N)
rahrig	(R-AE1_)(R-IH0_G)
rahul	(R-AH0_)(HH-UW1_L)
rahway	(R-AA1_)(W-EY2_)
rai	(R-AA1_)(-IY0_)
raia	(R-AA1_)(Y-AH0_)
raible	(R-EY1_)(B-AH0_L)
raiche	(R-EY1_CH)
raid	(R-EY1_D)
raided	(R-EY1_)(D-IH0_D)
raider	(R-EY1_)(D-ER0_)
raiders	(R-EY1_)(D-ER0_Z)
raiding	(R-EY1_)(D-IH0_NG)
raids	(R-EY1_D Z)
raiff	(R-EY1_F)
raiford	(R-EY1_)(F-ER0_D)
raikes	(R-EY1_K S)
raiko	(R-EY1_)(K-OW0_)
rail	(R-EY1_L)
railbike	(R-EY1_L)(B-AY2_K)
railbiker	(R-EY1_L)(B-AY0_)(K-ER0_)
railbikers	(R-EY1_L)(B-IH0_)(K-ER0_Z)
railcar	(R-EY1_L)(K-AA2_R)
railcars	(R-EY1_L)(K-AA2_R Z)
raile	(R-EY1_L)
railed	(R-EY1_L D)
railey	(R-EY1_)(L-IY0_)
railing	(R-EY1_)(L-IH0_NG)
railings	(R-EY1_)(L-IH0_NG Z)
railroad	(R-EY1_L)(R-OW2_D)
railroaded	(R-EY1_L)(R-OW2_)(D-IH0_D)
railroading	(R-EY1_L)(R-OW2_)(D-IH0_NG)
railroads	(R-EY1_L)(R-OW2_D Z)
rails	(R-EY1_L Z)
railsback	(R-EY1_LZ)(B-AE2_K)
railtex	(R-EY1_L)(T-EH2_K S)
railway	(R-EY1_L)(W-EY2_)
railways	(R-EY1_L)(W-EY2_Z)
raimer	(R-EY1_)(M-ER0_)
raimo	(R-EY1_)(M-OW0_)
raimond	(R-EY1_)(M-AH0_N D)
raimondi	(R-AH0_)(M-OW1_N)(D-IY0_)
raimondo	(R-EY2_)(M-AA1_N)(D-OW0_)
rain	(R-EY1_N)
raina	(R-EY1_)(N-AH0_)
rainbolt	(R-EY1_N)(B-OW2_L T)
rainbow	(R-EY1_N)(B-OW2_)
rainbows	(R-EY1_N)(B-OW2_Z)
raincoat	(R-EY1_N)(K-OW2_T)
raincoats	(R-EY1_N)(K-OW2_T S)
raindancer	(R-EY1_N)(D-AE2_N)(S-ER0_)
raindrop	(R-EY1_N)(D R-AA2_P)
raindrops	(R-EY1_N)(D R-AA2_P S)
raine	(R-EY1_N)
rained	(R-EY1_N D)
rainer	(R-EY1_)(N-ER0_)
raineri	(R-AH0_)(N-EH1_)(R-IY0_)
raines	(R-EY1_N Z)
rainey	(R-EY1_)(N-IY0_)
rainfall	(R-EY1_N)(F-AO2_L)
rainfalls	(R-EY1_N)(F-AO2_L Z)
rainford	(R-AY1_N)(F-ER0_D)
rainforest	(R-AY1_N)(F-AO2_)(R-AH0_S T)
rainforests	(R-AY1_N)(F-AO2_)(R-AH0_S T S)
rainger	(R-AA1_)(-IH0_N)(G-ER0_)
rainie	(R-EY1_)(N-IY0_)
rainier	(R-EY0_)(N-IH1_R)
rainiest	(R-EY1_)(N-IY0_)(-AH0_S T)
raining	(R-EY1_)(N-IH0_NG)
rainley	(R-EY1_N)(L-IY0_)
rainmaker	(R-EY1_N)(M-EY2_)(K-ER0_)
rainman	(R-EY1_N)(M-AH0_N)
rainone	(R-EY1_)(N-OW2_N)
rains	(R-EY1_N Z)
rainstorm	(R-EY1_N)(S T-AO2_R M)
rainstorms	(R-EY1_N)(S T-AO2_R M Z)
rainville	(R-EY1_N)(V-IH2_L)
rainwater	(R-EY1_N)(W-AO2_)(T-ER0_)
rainy	(R-EY1_)(N-IY0_)
raisa	(R-EY1_)(S-AH0_)
raisanen	(R-AY1_)(S-AH0_)(N-AH0_N)
raisbeck	(R-EY1_Z)(B-EH2_K)
raisch	(R-AY1_SH)
raise	(R-EY1_Z)
raised	(R-EY1_Z D)
raiser	(R-EY1_)(Z-ER0_)
raisers	(R-EY1_)(Z-ER0_Z)
raises	(R-EY1_)(Z-AH0_Z)
raisin	(R-EY1_)(Z-IH0_N)
raising	(R-EY1_)(Z-IH0_NG)
raisins	(R-EY1_)(Z-AH0_N Z)
raisler	(R-EY1_Z)(L-ER0_)
raison	(R-EY1_)(S-AA0_N)
raisor	(R-EY1_)(Z-ER0_)
raissa	(R-EY1_)(S-AH0_)
rait	(R-EY1_T)
raith	(R-EY1_TH)
raithel	(R-EY1_)(TH-AH0_L)
raitt	(R-EY1_T)
raj	(R-AA1_ZH)
rajala	(R-AA0_)(Y-AA1_)(L-AH0_)
rajaratnam	(R-AA0_)(JH-ER0_)(-AA1_T)(N-AA0_M)
rajewski	(R-AY0_)(-EH1_F)(S K-IY0_)
rajiv	(R-AA0_)(JH-IY1_V)
rajko	(R-AA1_ZH)(K-OW0_)
rajkumar	(R-AA1_ZH)(K-UW0_)(M-AA1_R)
rajneesh	(R-AA0_JH)(N-IY1_SH)
raju	(R-AA1_)(Y-UW0_)
rak	(R-AE1_K)
rake	(R-EY1_K)
raked	(R-EY1_K T)
raker	(R-EY1_)(K-ER0_)
rakers	(R-EY1_)(K-ER0_Z)
rakes	(R-EY1_K S)
rakestraw	(R-EY1_K)(S T R-AO2_)
rakich	(R-AE1_)(K-IH0_CH)
raking	(R-EY1_)(K-IH0_NG)
rakish	(R-EY1_)(K-IH0_SH)
rakiya	(R-AH0_)(K-IY1_)(-AH0_)
rakocy	(R-AH0_)(K-OW1_)(CH-IY0_)
rakoczy	(R-AH0_)(K-OW1_)(CH-IY0_)
rakoff	(R-AE1_)(K-AO2_F)
rakolta	(R-AH0_)(K-AA1_L)(T-AH0_)
rakovica	(R-AH0_)(K-OW1_)(V-IH0_)(K-AH0_)
rakow	(R-AE1_)(K-AW0_)
rakowski	(R-AH0_)(K-AW1_)(S K-IY0_)
raleigh	(R-AO1_)(L-IY0_)
rales	(R-EY1_L Z)
raleses	(R-AH0_)(L-IY1_)(S-IH0_Z)
raley	(R-AE1_)(L-IY0_)
ralf	(R-AA1_L F)
rall	(R-AO1_L)
rallied	(R-AE1_)(L-IY0_D)
rallies	(R-AE1_)(L-IY0_Z)
rallis	(R-AE1_)(L-IH0_S)
rallo	(R-AE1_)(L-OW0_)
ralls	(R-AO1_L Z)
rally	(R-AE1_)(L-IY0_)
rallying	(R-AE1_)(L-IY0_)(-IH0_NG)
ralph	(R-AE1_L F)
ralphs	(R-AE1_L F S)
ralston	(R-AO1_L)(S T-AH0_N)
ram	(R-AE1_M)
rama	(R-AA1_)(M-AH0_)
ramada	(R-AH0_)(M-AA1_)(D-AH0_)
ramadan	(R-AE1_)(M-AH0_)(D-AH0_N)
ramage	(R-AE1_)(M-IH0_JH)
ramaker	(R-AA1_)(M-EY0_)(K-ER0_)
ramala	(R-AH0_)(M-AA1_)(L-AH0_)
ramallah	(R-AH0_)(M-AE1_)(L-AH0_)
raman	(R-EY1_)(M-AH0_N)
ramaphosa	(R-AE2_)(M-AH0_)(F-OW1_)(S-AH0_)
ramaswami	(R-AA2_)(M-AH0_)(S W-AA1_)(M-IY0_)
ramat	(R-AE1_)(M-AE0_T)
rambeau	(R-AH0_M)(B-OW1_)
ramberg	(R-AE1_M)(B-ER0_G)
rambert	(R-AE1_M)(B-ER0_T)
rambin	(R-AE1_M)(B-IH0_N)
ramble	(R-AE1_M)(B-AH0_L)
rambled	(R-AE1_M)(B-AH0_L D)
rambler	(R-AE1_M)(B L-ER0_)
ramblers	(R-AE1_M)(B L-ER0_Z)
rambling	(R-AE1_M)(B L-IH0_NG)
rambo	(R-AE1_M)(B-OW0_)
rambow	(R-AE1_M)(B-OW0_)
rambunctious	(R-AE0_M)(B-AH1_NGK)(SH-AH0_S)
ramel	(R-AE1_)(M-AH0_L)
ramella	(R-AH0_)(M-EH1_)(L-AH0_)
ramer	(R-EY1_)(M-ER0_)
rameriz	(R-AA0_)(M-EH1_)(R-IY0_Z)
rameses	(R-AE1_)(M-AH0_)(S-IY2_Z)
ramesh	(R-AA1_)(M-EH2_SH)
ramesses	(R-AE1_)(M-AH0_)(S-IH0_Z)
ramey	(R-AE1_)(M-IY0_)
rami	(R-AA1_)(M-IY0_)
ramification	(R-AE2_)(M-AH0_)(F-AH0_)(K-EY1_)(SH-AH0_N)
ramifications	(R-AE2_)(M-AH0_)(F-AH0_)(K-EY1_)(SH-AH0_N Z)
ramify	(R-AE1_)(M-AH0_)(F-AY2_)
ramires	(R-AA0_)(M-IH1_)(R-EH0_S)
ramirez	(R-AH0_)(M-IH1_)(R-EH0_Z)
ramiro	(R-AH0_)(M-IH1_)(R-OW0_)
ramlawi	(R-AE2_M)(L-AW1_)(-IY0_)
ramler	(R-AE1_M)(L-ER0_)
ramlow	(R-AE1_M)(L-OW2_)
ramm	(R-AE1_M)
rammed	(R-AE1_M D)
rammel	(R-AE1_)(M-AH0_L)
rammer	(R-AE1_)(M-ER0_)
ramming	(R-AE1_)(M-IH0_NG)
ramo	(R-EY1_)(M-OW0_)
ramon	(R-AH0_)(M-OW1_N)
ramona	(R-AH0_)(M-OW1_)(N-AH0_)
ramonda	(R-AH0_)(M-AA1_N)(D-AH0_)
ramone	(R-AH0_)(M-OW1_N)
ramos	(R-AA1_)(M-OW0_S)
ramp	(R-AE1_M P)
rampage	(R-AE1_M)(P-EY2_JH)
rampaged	(R-AE0_M)(P-EY1_JH D)
rampages	(R-AE1_M)(P-EY2_)(JH-IH0_Z)
rampaging	(R-AE1_M)(P-EY2_)(JH-IH0_NG)
rampant	(R-AE1_M)(P-AH0_N T)
ramparts	(R-AE1_M)(P-AA2_R T S)
rampell	(R-AE0_M)(P-EH1_L)
rampey	(R-AE1_M)(P-IY0_)
ramping	(R-AE1_M)(P-IH0_NG)
rampley	(R-AE1_M)(P L-IY0_)
ramps	(R-AE1_M P S)
rampy	(R-AE1_M)(P-IY0_)
ramqvist	(R-AE1_MK)(V-IH2_S T)
ramrod	(R-AE1_M)(R-AA2_D)
rams	(R-AE1_M Z)
ramsay	(R-AE1_M)(Z-IY0_)
ramsburg	(R-AE1_MS)(B-ER0_G)
ramsdell	(R-AE1_MS)(D-AH0_L)
ramsden	(R-AE1_MS)(D-AH0_N)
ramser	(R-AE1_M)(Z-ER0_)
ramses	(R-AE1_M)(S-IY2_Z)
ramseur	(R-AH0_M)(S-ER1_)
ramsey	(R-AE1_M)(Z-IY0_)
ramseyer	(R-AE1_M)(Z-IY0_)(-ER0_)
ramshackle	(R-AE1_M)(SH-AE2_)(K-AH0_L)
ramstad	(R-AE1_M)(S T-AH0_D)
ramstein	(R-AE1_M)(S T-AY2_N)
ramtek	(R-AE1_M)(T-EH2_K)
ramtha	(R-AE1_M)(TH-AH0_)
ramthun	(R-AE1_M)(TH-AH0_N)
ramu	(R-AA2_)(M-UW1_)
ramune	(R-AE1_)(M Y-UW2_N)
ramus	(R-EY1_)(M-AH0_S)
ramzi	(R-AE1_M)(Z-IY0_)
ran	(R-AE1_N)
rana	(R-AE1_)(N-AH0_)
ranalli	(R-AH0_)(N-AE1_)(L-IY0_)
ranallo	(R-AH0_)(N-AE1_)(L-OW0_)
rance	(R-AE1_N S)
ranch	(R-AE1_N CH)
rancher	(R-AE1_N)(CH-ER0_)
ranchers	(R-AE1_N)(CH-ER0_Z)
ranches	(R-AE1_N)(CH-AH0_Z)
ranching	(R-AE1_N)(CH-IH0_NG)
ranchland	(R-AE1_NCH)(L-AH0_N D)
rancho	(R-AE1_N)(CH-OW0_)
rancid	(R-AE1_N)(S-IH0_D)
ranck	(R-AE1_NG K)
ranco	(R-AE1_NG)(K-OW0_)
rancor	(R-AE1_NG)(K-ER0_)
rancorous	(R-AE1_NG)(K-ER0_)(-AH0_S)
rancorousness	(R-AE1_NG)(K-ER0_)(-AH0_)(S N-IH0_S)
rancourt	(R-AH0_N)(K-AO1_R T)
rand	(R-AE1_N D)
randa	(R-AA1_N)(D-AH0_)
randal	(R-AE1_N)(D-AH0_L)
randall	(R-AE1_N)(D-AH0_L)
randazzo	(R-AA0_N)(D-AA1_)(Z-OW0_)
randel	(R-AE1_N)(D-AH0_L)
randell	(R-AE1_N)(D-EH1_L)
rander	(R-AE1_N)(D-ER0_)
randi	(R-AE1_N)(D-IY0_)
randle	(R-AE1_N)(D-AH0_L)
randleman	(R-AE1_N)(D-AH0_L)(M-AH0_N)
randles	(R-AE1_N)(D-AH0_L Z)
randlett	(R-AE1_ND)(L-IH0_T)
rando	(R-AA1_N)(D-OW0_)
randol	(R-AE1_N)(D-AH0_L)
randolf	(R-AE1_N)(D-OW2_L F)
randolph	(R-AE1_N)(D-AA0_L F)
random	(R-AE1_N)(D-AH0_M)
randomize	(R-AE1_N)(D-AH0_)(M-AY2_Z)
randomized	(R-AE1_N)(D-AH0_)(M-AY2_Z D)
randomly	(R-AE1_N)(D-AH0_M)(L-IY0_)
randomness	(R-AE1_N)(D-AH0_M)(N-AH0_S)
rands	(R-AE1_N D Z)
randy	(R-AE1_N)(D-IY0_)
ranee	(R-AE1_)(N-IY1_)
raneri	(R-AA0_)(N-EH1_)(R-IY0_)
ranes	(R-EY1_N Z)
raney	(R-EY1_)(N-IY0_)
ranft	(R-AE1_N F T)
rang	(R-AE1_NG)
range	(R-EY1_N JH)
ranged	(R-EY1_N JH D)
rangel	(R-AE1_N)(JH-EH1_L)
ranger	(R-EY1_N)(JH-ER0_)
rangers	(R-EY1_N)(JH-ER0_Z)
ranges	(R-EY1_N)(JH-AH0_Z)
ranging	(R-EY1_N)(JH-IH0_NG)
rangoon	(R-AE0_NG)(G-UW1_N)
rangy	(R-EY1_N)(JH-IY0_)
ranh	(R-AE1_N)
rani	(R-AA1_)(N-IY0_)
rania	(R-AA1_)(N-IY0_)(-AH0_)
ranieri	(R-AE2_)(N-IY0_)(-EH1_)(R-IY0_)
rank	(R-AE1_NG K)
ranke	(R-AE1_NG K)
ranked	(R-AE1_NG K T)
ranker	(R-AE1_NG)(K-ER0_)
rankers	(R-AE1_NG)(K-ER0_Z)
rankin	(R-AE1_NG)(K-IH0_N)
rankine	(R-AE1_NG)(K-AY2_N)
ranking	(R-AE1_NG)(K-IH0_NG)
rankings	(R-AE1_NG)(K-IH0_NG Z)
rankins	(R-AE1_NG)(K-IH0_N Z)
rankle	(R-AE1_NG)(K-AH0_L)
rankled	(R-AE1_NG)(K-AH0_L D)
rankles	(R-AE1_NG)(K-AH0_L Z)
rankling	(R-AE1_NG)(K L-IH0_NG)
ranks	(R-AE1_NG K S)
ranley	(R-AE1_N)(L-IY0_)
rann	(R-AE1_N)
ranney	(R-AE1_)(N-IY0_)
rannow	(R-AE1_)(N-OW0_)
rans	(R-AE1_N Z)
ransack	(R-AE1_N)(S-AE2_K)
ransacked	(R-AE1_N)(S-AE2_K T)
ransacking	(R-AE1_N)(S-AE2_)(K-IH0_NG)
ransbottom	(R-AE1_NS)(B-AH0_)(T-AA0_M)
ransburg	(R-AE1_NZ)(B-ER0_G)
ransdell	(R-AE1_NZ)(D-EH1_L)
ransford	(R-AE1_N)(S F-ER0_D)
ransier	(R-AE1_N)(S-IY0_)(-ER0_)
ransley	(R-AE1_N)(S L-IY0_)
ransom	(R-AE1_N)(S-AH0_M)
ransome	(R-AE1_N)(S-AH0_M)
ransoms	(R-AE1_N)(S-AH0_M Z)
ranson	(R-AE1_N)(S-AH0_N)
ransone	(R-AE1_N)(S-AH0_N)
rant	(R-AE1_N T)
ranta	(R-AE1_N)(T-AH0_)
rantala	(R-AA0_N)(T-AA1_)(L-AH0_)
ranted	(R-AE1_N)(T-AH0_D)
ranting	(R-AE1_N)(T-IH0_NG)
rantoul	(R-AE2_N)(T-UW1_L)
rantz	(R-AE1_N T S)
ranum	(R-AE1_)(N-AH0_M)
ranz	(R-AE1_N Z)
rao	(R-AW1_)
raoul	(R-AA0_)(-UW1_L)
rap	(R-AE1_P)
rapacious	(R-AH0_)(P-AE1_)(SH-IH0_S)
rapacz	(R-AA1_)(P-AH0_CH)
rapanelli	(R-AE2_)(P-AH0_)(N-EH1_)(L-IY0_)
rapaport	(R-AE1_)(P-AH0_)(P-AO2_R T)
rape	(R-EY1_P)
raped	(R-EY1_P T)
raper	(R-EY1_)(P-ER0_)
rapers	(R-EY1_)(P-ER0_Z)
rapes	(R-EY1_P S)
rapeseed	(R-EY1_P)(S-IY2_D)
raphael	(R-AA2_)(F-AY0_)(-EH1_L)
raphaela	(R-AE1_)(F-EY0_)(L-AH0_)
raphalian	(R-AH0_)(F-EY1_)(L-IY0_)(-AH0_N)
raphel	(R-AE1_)(F-AH0_L)
rapid	(R-AE1_)(P-AH0_D)
rapidity	(R-AH0_)(P-IH1_)(D-AH0_)(T-IY0_)
rapidly	(R-AE1_)(P-AH0_D)(L-IY0_)
rapids	(R-AE1_)(P-AH0_D Z)
rapier	(R-EY1_)(P-IY0_)(-ER0_)
raping	(R-EY1_)(P-IH0_NG)
rapist	(R-EY1_)(P-IH0_S T)
rapists	(R-EY1_)(P-IH0_S T S)
rapkin	(R-AE1_P)(K-IH0_N)
rapley	(R-AE1_)(P L-IY0_)
rapoca	(R-AH0_)(P-OW1_)(K-ER0_)
rapoport	(R-AH0_)(P-AA1_)(P-AO0_R T)
raposa	(R-AA0_)(P-OW1_)(S-AH0_)
raposo	(R-AA0_)(P-OW1_)(S-OW0_)
rapoza	(R-AA0_)(P-OW1_)(Z-AH0_)
rapozo	(R-AA0_)(P-OW1_)(Z-OW0_)
rapp	(R-AE1_P)
rappa	(R-AE1_)(P-AH0_)
rappahannock	(R-AE2_)(P-AH0_)(HH-AE1_)(N-AH0_K)
rappaport	(R-AE1_)(P-AH0_)(P-AO0_R T)
rappe	(R-AE1_P)
rapped	(R-AE1_P T)
rappelling	(R-AH0_)(P-EH1_)(L-IH0_NG)
rapper	(R-AE1_)(P-ER0_)
rappers	(R-AE1_)(P-ER0_Z)
rapping	(R-AE1_)(P-IH0_NG)
rappold	(R-AE1_)(P-OW2_L D)
rappoport	(R-AE1_)(P-AH0_)(P-AO0_R T)
rapport	(R-AE0_)(P-AO1_R)
rapprochement	(R-AE2_)(P R-OW2_SH)(M-AA1_N)
raps	(R-AE1_P S)
rapson	(R-AE1_P)(S-AH0_N)
rapt	(R-AE1_P T)
raptis	(R-AH0_P)(T-IY1_S)
raptly	(R-AE1_PT)(L-IY0_)
raptopoulos	(R-AE0_P)(T-AA1_)(P-OW0_)(L-AH0_S)
raptor	(R-AE1_P)(T-ER0_)
raptorial	(R-AE2_P)(T-AO1_)(R-IY0_)(-AH0_L)
raptors	(R-AE1_P)(T-ER0_Z)
rapture	(R-AE1_P)(CH-ER0_)
rapturous	(R-AE1_P)(CH-ER0_)(-AH0_S)
rapuano	(R-AA0_)(P-UW0_)(-AA1_)(N-OW0_)
raquel	(R-AH0_)(K-EH1_L)
rara	(R-AA1_)(R-AH0_)
rardon	(R-AA1_R)(D-AH0_N)
rare	(R-EH1_R)
rarefied	(R-EH1_)(R-AH0_)(F-AY0_D)
rarefy	(R-EH1_)(R-AH0_)(F-AY0_)
rarely	(R-EH1_R)(L-IY0_)
rareness	(R-EH1_R)(N-IH0_S)
rarer	(R-EH1_)(R-ER0_)
rarest	(R-EH1_)(R-AH0_S T)
rarick	(R-AE1_)(R-IH0_K)
raritan	(R-EH1_)(R-IH0_)(T-AH0_N)
rarities	(R-EH1_)(R-IH0_)(T-IY0_Z)
rarity	(R-EH1_)(R-AH0_)(T-IY0_)
ras	(R-AE1_S)
rasbury	(R-AE1_S)(B-EH0_)(R-IY0_)
rascal	(R-AE1_)(S K-AH0_L)
rascals	(R-AE1_)(S K-AH0_L Z)
rasch	(R-AE1_SH)
rasche	(R-AE1_SH)
raschke	(R-AE1_SH K)
rasco	(R-AA1_)(S K-OW0_)
rascoe	(R-AE1_)(S K-OW0_)
rascon	(R-AE1_)(S K-AH0_N)
rase	(R-EY1_Z)
raser	(R-EY1_)(Z-ER0_)
rasey	(R-AE1_)(S-IY0_)
rash	(R-AE1_SH)
rashad	(R-AH0_)(SH-AA1_D)
rasheed	(R-AH0_)(SH-IY1_D)
rashes	(R-AE1_)(SH-IH0_Z)
rashid	(R-AH0_)(SH-IY1_D)
rasia	(R-AA1_)(S-IY0_)(-AH0_)
rask	(R-AE1_S K)
raska	(R-AA1_)(S K-AH0_)
raske	(R-EY1_S K)
raskin	(R-AE1_)(S K-IH0_N)
raskyn	(R-AE1_)(S K-IH0_N)
rasmin	(R-AE1_)(S M-AH0_N)
rasmus	(R-AE1_Z)(M-IH0_S)
rasmuson	(R-AE1_Z)(M-AH0_)(S-AH0_N)
rasmussen	(R-AE1_)(S M-AH0_)(S-AH0_N)
rasmusson	(R-AE1_Z)(M-AH0_)(S-AH0_N)
rasnake	(R-AE1_)(S N-AH0_K)
rasner	(R-AE1_)(S N-ER0_)
rasnick	(R-AE1_)(S N-IH0_K)
raso	(R-AA1_)(S-OW0_)
rasor	(R-EY1_)(Z-ER0_)
rasorite	(R-AE1_)(S-ER0_)(-AY2_T)
rasp	(R-AE1_S P)
raspberries	(R-AE1_Z)(B-EH2_)(R-IY0_Z)
raspberry	(R-AE1_Z)(B-EH2_)(R-IY0_)
rasped	(R-AE1_S P T)
rasps	(R-AE1_S P S)
rasputin	(R-AH0_)(S P Y-UW1_)(T-IH0_N)
raspy	(R-AE1_)(S P-IY0_)
rast	(R-AE1_S T)
raster	(R-AE1_)(S T-ER0_)
rasterop	(R-AE1_)(S T-ER0_)(-AA2_P)
rasterops	(R-AE1_)(S T-ER0_)(-AA2_P S)
rastetter	(R-EY1_)(S T-IH0_)(T-ER0_)
rastus	(R-AE1_)(S T-AH0_S)
rat	(R-AE1_T)
rata	(R-AE1_)(T-AH0_)
ratajczak	(R-AE1_)(T-AH0_)(CH-EH0_K)
ratatisement	(R-AE1_)(T-AH0_)(T-AY2_Z)(M-AH0_N T)
ratatisements	(R-AE1_)(T-AH0_)(T-AY2_Z)(M-AH0_N T S)
ratay	(R-AE1_)(T-EY0_)
ratchet	(R-AE1_)(CH-AH0_T)
ratcheted	(R-AE1_)(CH-AH0_)(T-IH0_D)
ratcheting	(R-AE1_)(CH-AH0_)(T-IH0_NG)
ratchford	(R-AE1_CH)(F-ER0_D)
ratcliff	(R-AE1_T)(K L-IH0_F)
ratcliffe	(R-AE1_T)(K L-IH0_F)
rate	(R-EY1_T)
rated	(R-EY1_)(T-AH0_D)
rateliff	(R-AE1_T)(L-IH0_F)
ratepayer	(R-EY1_T)(P-EY2_)(-ER0_)
ratepayers	(R-EY1_T)(P-EY2_)(-ER0_Z)
rater	(R-EY1_)(T-ER0_)
raters	(R-EY1_)(T-ER0_Z)
rates	(R-EY1_T S)
rath	(R-AE1_TH)
rathbone	(R-AE1_TH)(B-OW2_N)
rathbun	(R-AE1_TH)(B-AH0_N)
rathburn	(R-AE1_TH)(B-ER0_N)
rathburne	(R-AE1_TH)(B-ER0_N)
rathe	(R-EY1_DH)
rathel	(R-AE1_)(TH-AH0_L)
rather	(R-AE1_)(DH-ER0_)
rathert	(R-AE1_)(TH-ER0_T)
rathgeber	(R-AE1_TH)(G-IH0_)(B-ER0_)
rathje	(R-AE1_TH JH)
rathjen	(R-AE1_TH)(JH-AH0_N)
rathke	(R-AE1_TH K)
rathman	(R-AE1_TH)(M-AH0_N)
rathmann	(R-AE1_TH)(M-AH0_N)
rathskeller	(R-AE1_TH)(S K-EH2_)(L-ER0_)
ratican	(R-AE1_)(T-IH0_)(K-AH0_N)
ratieni	(R-AH0_)(T-IY1_)(N-IY0_)
ratier	(R-EY1_T)(Y-ER0_)
ratification	(R-AE2_)(T-AH0_)(F-AH0_)(K-EY1_)(SH-AH0_N)
ratified	(R-AE1_)(T-AH0_)(F-AY2_D)
ratifies	(R-AE1_)(T-AH0_)(F-AY2_Z)
ratify	(R-AE1_)(T-AH0_)(F-AY2_)
ratifying	(R-AE1_)(T-AH0_)(F-AY2_)(-IH0_NG)
rating	(R-EY1_)(T-IH0_NG)
ratings	(R-EY1_)(T-IH0_NG Z)
ratio	(R-EY1_)(SH-IY0_)(-OW2_)
ration	(R-AE1_)(SH-AH0_N)
rational	(R-AE1_)(SH-AH0_)(N-AH0_L)
rationale	(R-AE2_)(SH-AH0_)(N-AE1_L)
rationales	(R-AE2_)(SH-AH0_)(N-AE1_L Z)
rationality	(R-AE2_)(SH-AH0_)(N-AE1_)(L-IH0_)(T-IY0_)
rationalization	(R-AE2_)(SH-AH0_)(N-AH0_)(L-IH0_)(Z-EY1_)(SH-AH0_N)
rationalizations	(R-AE2_)(SH-AH0_)(N-AH0_)(L-IH0_)(Z-EY1_)(SH-AH0_N Z)
rationalize	(R-AE1_)(SH-AH0_)(N-AH0_)(L-AY2_Z)
rationalized	(R-AE1_)(SH-AH0_)(N-AH0_)(L-AY2_Z D)
rationalizing	(R-AE1_)(SH-AH0_)(N-AH0_)(L-AY2_)(Z-IH0_NG)
rationally	(R-AE1_)(SH-AH0_)(N-AH0_)(L-IY0_)
rationed	(R-AE1_)(SH-AH0_N D)
rationing	(R-AE1_)(SH-AH0_)(N-IH0_NG)
rations	(R-AE1_)(SH-AH0_N Z)
ratios	(R-EY1_)(SH-IY0_)(-OW2_Z)
ratko	(R-AE1_T)(K-OW0_)
ratkovich	(R-AA1_T)(K-AH0_)(V-IH0_CH)
ratkowski	(R-AH0_T)(K-AO1_F)(S K-IY0_)
ratledge	(R-AE1_T)(L-IH0_JH)
ratley	(R-AE1_T)(L-IY0_)
ratliff	(R-AE1_T)(L-IH0_F)
ratliffe	(R-AE1_T)(L-IH0_F)
ratner	(R-AE1_T)(N-ER0_)
ratners	(R-AE1_T)(N-ER0_Z)
raton	(R-AH0_)(T-OW1_N)
rats	(R-AE1_T S)
rattan	(R-AE0_)(T-AE1_N)
rattatouille	(R-AE0_)(T-AH0_)(T-UW1_)(-IY0_)
ratte	(R-AE1_T)
ratterman	(R-AE1_)(T-ER0_)(M-AH0_N)
ratterree	(R-AE1_)(T-ER0_)(-IY1_)
rattigan	(R-AE1_)(T-IH0_)(G-AH0_N)
rattle	(R-AE1_)(T-AH0_L)
rattled	(R-AE1_)(T-AH0_L D)
rattler	(R-AE1_)(T-AH0_)(L-ER0_)
rattles	(R-AE1_)(T-AH0_L Z)
rattlesnake	(R-AE1_)(T-AH0_L)(S N-EY2_K)
rattlesnakes	(R-AE1_)(T-AH0_L)(S N-EY2_K S)
rattling	(R-AE1_T)(L-IH0_NG)
rattner	(R-AE1_T)(N-ER0_)
rattray	(R-AE1_)(T R-EY0_)
ratts	(R-AE1_T S)
ratty	(R-AE1_)(T-IY0_)
ratu	(R-AA0_)(T-UW1_)
ratz	(R-AE1_T S)
ratzinger	(R-AE1_T)(S-IH2_N)(G-ER0_)
ratzlaff	(R-AE1_TZ)(L-AH0_F)
rau	(R-AW1_)
raub	(R-AO1_B)
rauber	(R-AW1_)(B-ER0_)
raucci	(R-AO1_)(CH-IY0_)
rauch	(R-AO1_CH)
raucher	(R-AO1_)(CH-ER0_)
raucous	(R-AO1_)(K-AH0_S)
raudabaugh	(R-AO1_)(D-AH0_)(B-AO0_)
raudenbush	(R-AW1_)(D-IH0_N)(B-UH0_SH)
rauen	(R-AW1_)(-AH0_N)
rauer	(R-AW1_)(-ER0_)
rauh	(R-AO1_)
raul	(R-AO1_L)
raulerson	(R-AO1_)(L-ER0_)(S-AH0_N)
rauls	(R-AA0_)(-UW1_L Z)
raulston	(R-AO1_L)(S T-AH0_N)
raum	(R-AO1_M)
raun	(R-AO1_N)
raunchy	(R-AO1_N)(CH-IY0_)
raup	(R-AO1_P)
raupp	(R-AO1_P)
rausch	(R-AW1_SH)
rauschenberg	(R-AW1_)(SH-AH0_N)(B-ER0_G)
rauscher	(R-AW1_)(SH-ER0_)
rauser	(R-AW1_)(S-ER0_)
